row_off,col_off,width,height,label,filename,longitude,latitude
384,10304,64,64,0,patch_r384_c10304_lbl0.tif,108.63195446153705,32.08968539865868
384,10368,64,64,0,patch_r384_c10368_lbl0.tif,108.65259296074242,32.08905996955874
384,10432,64,64,0,patch_r384_c10432_lbl0.tif,108.67323114412224,32.088430997593385
384,10496,64,64,0,patch_r384_c10496_lbl0.tif,108.6938690099001,32.087798482834415
384,10560,64,64,0,patch_r384_c10560_lbl0.tif,108.7145065562998,32.08716242535382
384,10624,64,64,0,patch_r384_c10624_lbl0.tif,108.73514378154529,32.086522825224094
448,9792,64,64,1,patch_r448_c9792_lbl1.tif,108.46611439017416,32.07751988838653
448,9856,64,64,0,patch_r448_c9856_lbl0.tif,108.4867510668107,32.07692291392722
448,9920,64,64,0,patch_r448_c9920_lbl0.tif,108.50738744202647,32.076322396688255
448,9984,64,64,0,patch_r448_c9984_lbl0.tif,108.52802351404495,32.07571833673801
448,10048,64,64,0,patch_r448_c10048_lbl0.tif,108.54865928108973,32.07511073414534
448,10112,64,64,0,patch_r448_c10112_lbl0.tif,108.56929474138454,32.07449958897938
448,10176,64,64,0,patch_r448_c10176_lbl0.tif,108.5899298931533,32.07388490130982
448,10240,64,64,0,patch_r448_c10240_lbl0.tif,108.6105647346201,32.073266671206596
448,10304,64,64,0,patch_r448_c10304_lbl0.tif,108.63119926400915,32.07264489874018
448,10368,64,64,0,patch_r448_c10368_lbl0.tif,108.65183347954488,32.072019583981245
448,10432,64,64,0,patch_r448_c10432_lbl0.tif,108.67246737945183,32.07139072700118
448,10496,64,64,0,patch_r448_c10496_lbl0.tif,108.69310096195471,32.070758327871395
448,10560,64,64,0,patch_r448_c10560_lbl0.tif,108.71373422527844,32.07012238666398
448,10624,64,64,0,patch_r448_c10624_lbl0.tif,108.73436716764803,32.06948290345135
512,9472,64,64,0,patch_r512_c9472_lbl0.tif,108.36222734621225,32.063409258351456
512,9536,64,64,0,patch_r512_c9536_lbl0.tif,108.3828612189487,32.06283010467612
512,9600,64,64,1,patch_r512_c9600_lbl1.tif,108.40349479933182,32.062247408529664
512,9728,64,64,0,patch_r512_c9728_lbl0.tif,108.44476107593327,32.061071389088916
512,9792,64,64,0,patch_r512_c9792_lbl0.tif,108.4653937685996,32.06047806592855
512,9856,64,64,0,patch_r512_c9856_lbl0.tif,108.4860261618086,32.05988120056471
512,9920,64,64,0,patch_r512_c9920_lbl0.tif,108.50665825378466,32.05928079306537
512,9984,64,64,0,patch_r512_c9984_lbl0.tif,108.52729004275231,32.05867684349889
512,10048,64,64,0,patch_r512_c10048_lbl0.tif,108.54792152693628,32.05806935193395
512,10112,64,64,0,patch_r512_c10112_lbl0.tif,108.56855270456138,32.05745831843972
512,10176,64,64,0,patch_r512_c10176_lbl0.tif,108.58918357385268,32.05684374308568
512,10240,64,64,0,patch_r512_c10240_lbl0.tif,108.60981413303531,32.05622562594181
512,10304,64,64,0,patch_r512_c10304_lbl0.tif,108.63044438033464,32.05560396707842
512,10368,64,64,0,patch_r512_c10368_lbl0.tif,108.65107431397615,32.0549787665663
512,10432,64,64,0,patch_r512_c10432_lbl0.tif,108.67170393218551,32.054350024476456
512,10496,64,64,1,patch_r512_c10496_lbl1.tif,108.69233323318853,32.05371774088052
512,10560,64,64,1,patch_r512_c10560_lbl1.tif,108.71296221521123,32.05308191585032
512,10624,64,64,0,patch_r512_c10624_lbl0.tif,108.73359087647972,32.05244254945825
512,10688,64,64,0,patch_r512_c10688_lbl0.tif,108.75421921522036,32.051799641777
512,10752,64,64,0,patch_r512_c10752_lbl0.tif,108.7748472296596,32.05115319287974
576,9536,64,64,0,patch_r576_c9536_lbl0.tif,108.38215802529365,32.04578742035088
576,9600,64,64,0,patch_r576_c9600_lbl0.tif,108.40278732328527,32.04520483063466
576,9664,64,64,0,patch_r576_c9664_lbl0.tif,108.42341632733056,32.044618699157546
576,9728,64,64,0,patch_r576_c9728_lbl0.tif,108.44404503565455,32.044029025986084
576,9792,64,64,0,patch_r576_c9792_lbl0.tif,108.46467344648241,32.04343581118748
576,9856,64,64,0,patch_r576_c9856_lbl0.tif,108.4853015580395,32.042839054829074
576,9920,64,64,1,patch_r576_c9920_lbl1.tif,108.50592936855128,32.042238756978804
576,9984,64,64,0,patch_r576_c9984_lbl0.tif,108.52655687624342,32.04163491770493
576,10048,64,64,0,patch_r576_c10048_lbl0.tif,108.5471840793417,32.041027537076125
576,10112,64,64,0,patch_r576_c10112_lbl0.tif,108.5678109760721,32.040416615161355
576,10176,64,64,0,patch_r576_c10176_lbl0.tif,108.58843756466072,32.03980215203022
576,10240,64,64,0,patch_r576_c10240_lbl0.tif,108.60906384333387,32.039184147752444
576,10304,64,64,0,patch_r576_c10304_lbl0.tif,108.62968981031796,32.03856260239839
576,10368,64,64,0,patch_r576_c10368_lbl0.tif,108.6503154638396,32.03793751603866
576,10432,64,64,0,patch_r576_c10432_lbl0.tif,108.67094080212554,32.03730888874427
576,10496,64,64,0,patch_r576_c10496_lbl0.tif,108.69156582340273,32.03667672058673
576,10560,64,64,0,patch_r576_c10560_lbl0.tif,108.71219052589824,32.03604101163792
576,10624,64,64,0,patch_r576_c10624_lbl0.tif,108.73281490783931,32.03540176196998
576,10688,64,64,0,patch_r576_c10688_lbl0.tif,108.75343896745339,32.03475897165566
576,10752,64,64,0,patch_r576_c10752_lbl0.tif,108.77406270296807,32.03411264076796
576,10816,64,64,0,patch_r576_c10816_lbl0.tif,108.79468611261106,32.03346276938033
576,10880,64,64,0,patch_r576_c10880_lbl0.tif,108.81530919461032,32.032809357566606
640,9472,64,64,0,patch_r640_c9472_lbl0.tif,108.36082981444535,32.029323245011874
640,9536,64,64,0,patch_r640_c9536_lbl0.tif,108.38145512380983,32.02874430282181
640,9600,64,64,0,patch_r640_c9600_lbl0.tif,108.40208014118507,32.02816181944802
640,9664,64,64,0,patch_r640_c9664_lbl0.tif,108.42270486479708,32.02757579495662
640,9728,64,64,0,patch_r640_c9728_lbl0.tif,108.44332929287198,32.026986229414305
640,9792,64,64,0,patch_r640_c9792_lbl0.tif,108.46395342363603,32.02639312288798
640,9856,64,64,0,patch_r640_c9856_lbl0.tif,108.48457725531571,32.025796475445034
640,9920,64,64,0,patch_r640_c9920_lbl0.tif,108.50520078613756,32.02519628715337
640,9984,64,64,1,patch_r640_c9984_lbl1.tif,108.52582401432838,32.024592558081025
640,10048,64,64,0,patch_r640_c10048_lbl0.tif,108.54644693811503,32.02398528829673
640,10112,64,64,0,patch_r640_c10112_lbl0.tif,108.5670695557246,32.02337447786941
640,10176,64,64,1,patch_r640_c10176_lbl1.tif,108.58769186538429,32.02276012686846
640,10240,64,64,0,patch_r640_c10240_lbl0.tif,108.60831386532149,32.02214223536366
640,10304,64,64,0,patch_r640_c10304_lbl0.tif,108.62893555376375,32.021520803425155
640,10368,64,64,0,patch_r640_c10368_lbl0.tif,108.64955692893875,32.02089583112363
640,10432,64,64,0,patch_r640_c10432_lbl0.tif,108.67017798907436,32.02026731852998
640,10496,64,64,0,patch_r640_c10496_lbl0.tif,108.6907987323986,32.019635265715586
640,10560,64,64,0,patch_r640_c10560_lbl0.tif,108.71141915713967,32.0189996727523
640,10624,64,64,1,patch_r640_c10624_lbl1.tif,108.73203926152593,32.0183605397122
640,10688,64,64,0,patch_r640_c10688_lbl0.tif,108.75265904378587,32.01771786666792
640,10752,64,64,0,patch_r640_c10752_lbl0.tif,108.77327850214819,32.0170716536924
640,10816,64,64,0,patch_r640_c10816_lbl0.tif,108.79389763484174,32.01642190085901
640,10880,64,64,0,patch_r640_c10880_lbl0.tif,108.81451644009556,32.01576860824155
640,10944,64,64,0,patch_r640_c10944_lbl0.tif,108.83513491613883,32.01511177591412
704,9472,64,64,0,patch_r704_c9472_lbl0.tif,108.36013148397495,32.01227958739216
704,9536,64,64,0,patch_r704_c9536_lbl0.tif,108.38075251431525,32.011700750813844
704,9600,64,64,1,patch_r704_c9600_lbl1.tif,108.40137325284815,32.01111837369466
704,9664,64,64,0,patch_r704_c9664_lbl0.tif,108.42199369780074,32.010532456100705
704,9728,64,64,0,patch_r704_c9728_lbl0.tif,108.44261384740025,32.00994299809857
704,9792,64,64,0,patch_r704_c9792_lbl0.tif,108.46323369987408,32.00934999975519
704,9856,64,64,0,patch_r704_c9856_lbl0.tif,108.48385325344974,32.00875346113781
704,9920,64,64,0,patch_r704_c9920_lbl0.tif,108.50447250635494,32.00815338231425
704,9984,64,64,0,patch_r704_c9984_lbl0.tif,108.52509145681752,32.00754976335255
704,10048,64,64,1,patch_r704_c10048_lbl1.tif,108.54571010306549,32.00694260432125
704,10112,64,64,0,patch_r704_c10112_lbl0.tif,108.56632844332701,32.00633190528934
704,10176,64,64,0,patch_r704_c10176_lbl0.tif,108.58694647583039,32.00571766632602
704,10240,64,64,0,patch_r704_c10240_lbl0.tif,108.60756419880411,32.00509988750108
704,10304,64,64,0,patch_r704_c10304_lbl0.tif,108.62818161047683,32.004478568884615
704,10368,64,64,0,patch_r704_c10368_lbl0.tif,108.64879870907734,32.003853710547126
704,10432,64,64,1,patch_r704_c10432_lbl1.tif,108.66941549283457,32.00322531255948
704,10496,64,64,0,patch_r704_c10496_lbl0.tif,108.6900319599777,32.00259337499306
704,10560,64,64,0,patch_r704_c10560_lbl0.tif,108.71064810873598,32.001957897919574
704,10624,64,64,0,patch_r704_c10624_lbl0.tif,108.73126393733888,32.00131888141101
704,10688,64,64,0,patch_r704_c10688_lbl0.tif,108.751879444016,32.000676325539985
704,10752,64,64,0,patch_r704_c10752_lbl0.tif,108.77249462699713,32.00003023037935
704,10816,64,64,0,patch_r704_c10816_lbl0.tif,108.79310948451221,31.999380596002307
704,10880,64,64,1,patch_r704_c10880_lbl1.tif,108.81372401479139,31.99872742248271
704,10944,64,64,0,patch_r704_c10944_lbl0.tif,108.83433821606495,31.99807070989452
704,11008,64,64,0,patch_r704_c11008_lbl0.tif,108.85495208656333,31.997410458312313
768,9536,64,64,0,patch_r768_c9536_lbl0.tif,108.38005019662808,31.994656763052188
768,9600,64,64,0,patch_r768_c9600_lbl0.tif,108.40066665809157,31.99407449209992
768,9664,64,64,0,patch_r768_c9664_lbl0.tif,108.42128282615752,31.99348868131515
768,9728,64,64,0,patch_r768_c9728_lbl0.tif,108.44189869905428,31.992899330764487
768,9792,64,64,0,patch_r768_c9792_lbl0.tif,108.4625142750103,31.992306440514703
768,9856,64,64,0,patch_r768_c9856_lbl0.tif,108.48312955225428,31.991710010633078
768,9920,64,64,0,patch_r768_c9920_lbl0.tif,108.50374452901495,31.99111004118723
768,9984,64,64,1,patch_r768_c9984_lbl1.tif,108.5243592035213,31.990506532245245
768,10048,64,64,0,patch_r768_c10048_lbl0.tif,108.54497357400243,31.989899483875572
768,10112,64,64,1,patch_r768_c10112_lbl1.tif,108.56558763868756,31.989288896147098
768,10176,64,64,0,patch_r768_c10176_lbl0.tif,108.58620139580616,31.988674769128902
768,10240,64,64,0,patch_r768_c10240_lbl0.tif,108.60681484358777,31.9880571028908
768,10304,64,64,0,patch_r768_c10304_lbl0.tif,108.62742798026215,31.98743589750279
768,10368,64,64,0,patch_r768_c10368_lbl0.tif,108.64804080405919,31.986811153035276
768,10432,64,64,0,patch_r768_c10432_lbl0.tif,108.66865331320896,31.98618286955911
768,10496,64,64,0,patch_r768_c10496_lbl0.tif,108.68926550594166,31.985551047145552
768,10560,64,64,0,patch_r768_c10560_lbl0.tif,108.7098773804877,31.98491568586615
768,10624,64,64,0,patch_r768_c10624_lbl0.tif,108.73048893507762,31.984276785792986
768,10688,64,64,0,patch_r768_c10688_lbl0.tif,108.75110016794213,31.98363434699844
768,10752,64,64,0,patch_r768_c10752_lbl0.tif,108.77171107731212,31.982988369555432
768,10816,64,64,0,patch_r768_c10816_lbl0.tif,108.79232166141863,31.982338853537055
768,10880,64,64,0,patch_r768_c10880_lbl0.tif,108.81293191849288,31.981685799016997
768,10944,64,64,0,patch_r768_c10944_lbl0.tif,108.83354184676627,31.981029206069238
768,11008,64,64,0,patch_r768_c11008_lbl0.tif,108.85415144447033,31.980369074768145
768,11072,64,64,0,patch_r768_c11072_lbl0.tif,108.8747607098368,31.979705405188653
768,11136,64,64,0,patch_r768_c11136_lbl0.tif,108.89536964109759,31.979038197405828
768,11200,64,64,0,patch_r768_c11200_lbl0.tif,108.91597823648475,31.978367451495277
768,11264,64,64,0,patch_r768_c11264_lbl0.tif,108.93658649423053,31.97769316753308
768,11328,64,64,0,patch_r768_c11328_lbl0.tif,108.95719441256735,31.97701534559553
768,11392,64,64,0,patch_r768_c11392_lbl0.tif,108.9778019897278,31.97633398575944
832,9216,64,64,0,patch_r832_c9216_lbl0.tif,108.27628290349429,31.980470072472517
832,9280,64,64,0,patch_r832_c9280_lbl0.tif,108.29689652917085,31.979905604534625
832,9344,64,64,0,patch_r832_c9344_lbl0.tif,108.3175098704876,31.97933759708011
832,9472,64,64,0,patch_r832_c9472_lbl0.tif,108.35873569295661,31.97819096387915
832,9536,64,64,0,patch_r832_c9536_lbl0.tif,108.37934817056667,31.97761233826274
832,9600,64,64,0,patch_r832_c9600_lbl0.tif,108.39996035673254,31.977030173389668
832,9664,64,64,0,patch_r832_c9664_lbl0.tif,108.42057224968352,31.976444469325987
832,9728,64,64,0,patch_r832_c9728_lbl0.tif,108.44118384764901,31.975855226138048
832,9792,64,64,0,patch_r832_c9792_lbl0.tif,108.46179514885864,31.9752624438926
832,9856,64,64,0,patch_r832_c9856_lbl0.tif,108.48240615154211,31.974666122656924
832,9920,64,64,0,patch_r832_c9920_lbl0.tif,108.50301685392934,31.974066262498592
832,9984,64,64,0,patch_r832_c9984_lbl0.tif,108.52362725425034,31.973462863485473
832,10048,64,64,1,patch_r832_c10048_lbl1.tif,108.54423735073536,31.972855925686076
832,10112,64,64,0,patch_r832_c10112_lbl0.tif,108.5648471416147,31.9722454491691
832,10176,64,64,0,patch_r832_c10176_lbl0.tif,108.58545662511892,31.971631434003722
832,10240,64,64,0,patch_r832_c10240_lbl0.tif,108.60606579947869,31.971013880259555
832,10304,64,64,0,patch_r832_c10304_lbl0.tif,108.62667466292484,31.970392788006507
832,10368,64,64,0,patch_r832_c10368_lbl0.tif,108.64728321368835,31.969768157314995
832,10432,64,64,0,patch_r832_c10432_lbl0.tif,108.66789145000041,31.969139988255705
832,10496,64,64,0,patch_r832_c10496_lbl0.tif,108.68849937009232,31.96850828089989
832,10560,64,64,0,patch_r832_c10560_lbl0.tif,108.70910697219557,31.967873035319045
832,10624,64,64,1,patch_r832_c10624_lbl1.tif,108.72971425454179,31.967234251585126
832,10688,64,64,0,patch_r832_c10688_lbl0.tif,108.75032121536282,31.966591929770566
832,10752,64,64,1,patch_r832_c10752_lbl1.tif,108.77092785289061,31.965946069947965
832,10816,64,64,0,patch_r832_c10816_lbl0.tif,108.79153416535733,31.965296672190497
832,10880,64,64,1,patch_r832_c10880_lbl1.tif,108.81214015099528,31.964643736571762
832,10944,64,64,0,patch_r832_c10944_lbl0.tif,108.83274580803693,31.963987263165677
832,11008,64,64,0,patch_r832_c11008_lbl0.tif,108.85335113471496,31.96332725204655
832,11072,64,64,0,patch_r832_c11072_lbl0.tif,108.87395612926217,31.962663703289124
832,11136,64,64,0,patch_r832_c11136_lbl0.tif,108.89456078991155,31.961996616968456
832,11200,64,64,0,patch_r832_c11200_lbl0.tif,108.91516511489628,31.96132599316017
832,11264,64,64,0,patch_r832_c11264_lbl0.tif,108.93576910244971,31.96065183194008
832,11328,64,64,0,patch_r832_c11328_lbl0.tif,108.95637275080533,31.959974133384552
832,11392,64,64,0,patch_r832_c11392_lbl0.tif,108.97697605819683,31.959292897570275
832,11456,64,64,0,patch_r832_c11456_lbl0.tif,108.99757902285808,31.958608124574404
832,11520,64,64,0,patch_r832_c11520_lbl0.tif,109.01818164302313,31.957919814474323
896,9216,64,64,0,patch_r896_c9216_lbl0.tif,108.27560253921023,31.963424689044228
896,9280,64,64,0,patch_r896_c9280_lbl0.tif,108.296211890464,31.96286032389072
896,9344,64,64,0,patch_r896_c9344_lbl0.tif,108.31682095753494,31.962292419862173
896,9408,64,64,0,patch_r896_c9408_lbl0.tif,108.33742973865284,31.961720977022924
896,9472,64,64,0,patch_r896_c9472_lbl0.tif,108.35803823204766,31.961145995437683
896,9536,64,64,0,patch_r896_c9536_lbl0.tif,108.37864643594943,31.96056747517162
896,9600,64,64,0,patch_r896_c9600_lbl0.tif,108.39925434858843,31.959985416290273
896,9664,64,64,0,patch_r896_c9664_lbl0.tif,108.419861968195,31.95939981885947
896,9728,64,64,0,patch_r896_c9728_lbl0.tif,108.44046929299968,31.95881068294567
896,9792,64,64,0,patch_r896_c9792_lbl0.tif,108.46107632123314,31.958218008615486
896,9856,64,64,0,patch_r896_c9856_lbl0.tif,108.48168305112624,31.957621795936046
896,9920,64,64,0,patch_r896_c9920_lbl0.tif,108.50228948090994,31.957022044974902
896,9984,64,64,0,patch_r896_c9984_lbl0.tif,108.52289560881542,31.956418755799998
896,10048,64,64,0,patch_r896_c10048_lbl0.tif,108.54350143307394,31.95581192847948
896,10112,64,64,0,patch_r896_c10112_lbl0.tif,108.56410695191701,31.955201563082248
896,10176,64,64,0,patch_r896_c10176_lbl0.tif,108.58471216357617,31.954587659677358
896,10240,64,64,0,patch_r896_c10240_lbl0.tif,108.60531706628326,31.953970218334216
896,10304,64,64,0,patch_r896_c10304_lbl0.tif,108.62592165827019,31.953349239122755
896,10368,64,64,0,patch_r896_c10368_lbl0.tif,108.64652593776903,31.952724722113285
896,10432,64,64,1,patch_r896_c10432_lbl1.tif,108.66712990301205,31.952096667376516
896,10496,64,64,0,patch_r896_c10496_lbl0.tif,108.68773355223168,31.951465074983506
896,10560,64,64,0,patch_r896_c10560_lbl0.tif,108.70833688366048,31.9508299450057
896,10624,64,64,0,patch_r896_c10624_lbl0.tif,108.72893989553121,31.950191277515025
896,10688,64,64,0,patch_r896_c10688_lbl0.tif,108.74954258607677,31.949549072583757
896,10752,64,64,0,patch_r896_c10752_lbl0.tif,108.77014495353022,31.94890333028454
896,10816,64,64,0,patch_r896_c10816_lbl0.tif,108.79074699612482,31.948254050690398
896,10880,64,64,0,patch_r896_c10880_lbl0.tif,108.81134871209397,31.947601233874845
896,10944,64,64,0,patch_r896_c10944_lbl0.tif,108.83195009967127,31.94694487991177
896,11008,64,64,0,patch_r896_c11008_lbl0.tif,108.85255115709043,31.946284988875377
896,11072,64,64,0,patch_r896_c11072_lbl0.tif,108.87315188258538,31.94562156084029
896,11136,64,64,0,patch_r896_c11136_lbl0.tif,108.89375227439021,31.944954595881583
896,11200,64,64,0,patch_r896_c11200_lbl0.tif,108.91435233073919,31.944284094074717
896,11264,64,64,0,patch_r896_c11264_lbl0.tif,108.93495204986674,31.943610055495512
896,11328,64,64,0,patch_r896_c11328_lbl0.tif,108.95555143000746,31.942932480220172
896,11392,64,64,0,patch_r896_c11392_lbl0.tif,108.97615046939616,31.942251368325348
896,11456,64,64,0,patch_r896_c11456_lbl0.tif,108.99674916626776,31.941566719888012
896,11520,64,64,0,patch_r896_c11520_lbl0.tif,109.01734751885743,31.940878534985647
896,11584,64,64,0,patch_r896_c11584_lbl0.tif,109.03794552540047,31.940186813696062
960,9280,64,64,0,patch_r960_c9280_lbl0.tif,108.29552753593997,31.94581460401666
960,9344,64,64,0,patch_r960_c9344_lbl0.tif,108.31613233053532,31.945246803328743
960,9408,64,64,0,patch_r960_c9408_lbl0.tif,108.33673683935557,31.94467546447108
960,9472,64,64,1,patch_r960_c9472_lbl1.tif,108.35734106063175,31.944100587508416
960,9536,64,64,0,patch_r960_c9536_lbl0.tif,108.37794499259503,31.9435221725057
960,9600,64,64,0,patch_r960_c9600_lbl0.tif,108.39854863347676,31.942940219528456
960,9664,64,64,0,patch_r960_c9664_lbl0.tif,108.4191519815084,31.942354728642595
960,9728,64,64,0,patch_r960_c9728_lbl0.tif,108.43975503492156,31.941765699914267
960,9792,64,64,0,patch_r960_c9792_lbl0.tif,108.46035779194804,31.94117313341026
960,9856,64,64,0,patch_r960_c9856_lbl0.tif,108.48096025081976,31.940577029197467
960,9920,64,64,0,patch_r960_c9920_lbl0.tif,108.50156240976882,31.939977387343404
960,9984,64,64,1,patch_r960_c9984_lbl1.tif,108.52216426702746,31.939374207915947
960,10048,64,64,0,patch_r960_c10048_lbl0.tif,108.54276582082807,31.938767490983277
960,10112,64,64,0,patch_r960_c10112_lbl0.tif,108.5633670694032,31.93815723661404
960,10176,64,64,0,patch_r960_c10176_lbl0.tif,108.58396801098556,31.937543444877278
960,10240,64,64,1,patch_r960_c10240_lbl1.tif,108.60456864380801,31.936926115842372
960,10304,64,64,0,patch_r960_c10304_lbl0.tif,108.62516896610362,31.936305249579167
960,10368,64,64,0,patch_r960_c10368_lbl0.tif,108.64576897610553,31.93568084615799
960,10432,64,64,0,patch_r960_c10432_lbl0.tif,108.6663686720471,31.935052905649275
960,10496,64,64,0,patch_r960_c10496_lbl0.tif,108.68696805216187,31.93442142812418
960,10560,64,64,0,patch_r960_c10560_lbl0.tif,108.7075671146835,31.93378641365398
960,10624,64,64,0,patch_r960_c10624_lbl0.tif,108.72816585784581,31.933147862310598
960,10688,64,64,0,patch_r960_c10688_lbl0.tif,108.74876427988283,31.932505774166167
960,10752,64,64,0,patch_r960_c10752_lbl0.tif,108.7693623790287,31.93186014929328
960,10816,64,64,0,patch_r960_c10816_lbl0.tif,108.78996015351778,31.93121098776498
960,10880,64,64,0,patch_r960_c10880_lbl0.tif,108.81055760158458,31.93055828965455
960,10944,64,64,0,patch_r960_c10944_lbl0.tif,108.83115472146375,31.92990205503586
960,11008,64,64,0,patch_r960_c11008_lbl0.tif,108.85175151139013,31.929242283983076
960,11072,64,64,0,patch_r960_c11072_lbl0.tif,108.87234796959874,31.92857897657075
960,11136,64,64,0,patch_r960_c11136_lbl0.tif,108.89294409432475,31.92791213287383
960,11200,64,64,0,patch_r960_c11200_lbl0.tif,108.91353988380354,31.927241752967706
960,11264,64,64,0,patch_r960_c11264_lbl0.tif,108.9341353362706,31.926567836928086
960,11328,64,64,0,patch_r960_c11328_lbl0.tif,108.95473044996166,31.925890384831177
960,11392,64,64,0,patch_r960_c11392_lbl0.tif,108.97532522311259,31.925209396753534
960,11456,64,64,0,patch_r960_c11456_lbl0.tif,108.99591965395943,31.92452487277204
960,11520,64,64,0,patch_r960_c11520_lbl0.tif,109.01651374073842,31.92383681296399
