row_off,col_off,width,height,label,filename
640,10880,64,64,0,patch_r640_c10880_lbl0.tif
640,10944,64,64,0,patch_r640_c10944_lbl0.tif
704,9536,64,64,0,patch_r704_c9536_lbl0.tif
704,9600,64,64,1,patch_r704_c9600_lbl1.tif
704,9664,64,64,0,patch_r704_c9664_lbl0.tif
704,9728,64,64,0,patch_r704_c9728_lbl0.tif
704,9792,64,64,0,patch_r704_c9792_lbl0.tif
704,9856,64,64,0,patch_r704_c9856_lbl0.tif
704,10048,64,64,1,patch_r704_c10048_lbl1.tif
704,10112,64,64,0,patch_r704_c10112_lbl0.tif
704,10176,64,64,0,patch_r704_c10176_lbl0.tif
704,10240,64,64,0,patch_r704_c10240_lbl0.tif
704,10304,64,64,0,patch_r704_c10304_lbl0.tif
704,10368,64,64,0,patch_r704_c10368_lbl0.tif
704,10432,64,64,1,patch_r704_c10432_lbl1.tif
704,10496,64,64,0,patch_r704_c10496_lbl0.tif
704,10560,64,64,0,patch_r704_c10560_lbl0.tif
704,10624,64,64,0,patch_r704_c10624_lbl0.tif
704,10816,64,64,0,patch_r704_c10816_lbl0.tif
704,10880,64,64,1,patch_r704_c10880_lbl1.tif
704,10944,64,64,0,patch_r704_c10944_lbl0.tif
768,9536,64,64,0,patch_r768_c9536_lbl0.tif
768,9600,64,64,0,patch_r768_c9600_lbl0.tif
768,9664,64,64,0,patch_r768_c9664_lbl0.tif
768,9728,64,64,0,patch_r768_c9728_lbl0.tif
768,9792,64,64,0,patch_r768_c9792_lbl0.tif
768,9856,64,64,0,patch_r768_c9856_lbl0.tif
768,9920,64,64,0,patch_r768_c9920_lbl0.tif
768,10048,64,64,0,patch_r768_c10048_lbl0.tif
768,10112,64,64,1,patch_r768_c10112_lbl1.tif
768,10176,64,64,0,patch_r768_c10176_lbl0.tif
768,10240,64,64,0,patch_r768_c10240_lbl0.tif
768,10304,64,64,0,patch_r768_c10304_lbl0.tif
768,10368,64,64,0,patch_r768_c10368_lbl0.tif
768,10432,64,64,0,patch_r768_c10432_lbl0.tif
768,10496,64,64,0,patch_r768_c10496_lbl0.tif
768,10560,64,64,0,patch_r768_c10560_lbl0.tif
768,10624,64,64,0,patch_r768_c10624_lbl0.tif
768,10688,64,64,0,patch_r768_c10688_lbl0.tif
768,10752,64,64,0,patch_r768_c10752_lbl0.tif
768,10816,64,64,0,patch_r768_c10816_lbl0.tif
768,10880,64,64,0,patch_r768_c10880_lbl0.tif
768,10944,64,64,0,patch_r768_c10944_lbl0.tif
768,11008,64,64,0,patch_r768_c11008_lbl0.tif
768,11072,64,64,0,patch_r768_c11072_lbl0.tif
768,11136,64,64,0,patch_r768_c11136_lbl0.tif
768,11200,64,64,0,patch_r768_c11200_lbl0.tif
832,9280,64,64,0,patch_r832_c9280_lbl0.tif
832,9536,64,64,0,patch_r832_c9536_lbl0.tif
832,9600,64,64,0,patch_r832_c9600_lbl0.tif
832,9664,64,64,0,patch_r832_c9664_lbl0.tif
832,9728,64,64,0,patch_r832_c9728_lbl0.tif
832,9792,64,64,0,patch_r832_c9792_lbl0.tif
832,9856,64,64,0,patch_r832_c9856_lbl0.tif
832,9920,64,64,0,patch_r832_c9920_lbl0.tif
832,9984,64,64,0,patch_r832_c9984_lbl0.tif
832,10048,64,64,1,patch_r832_c10048_lbl1.tif
832,10112,64,64,0,patch_r832_c10112_lbl0.tif
832,10176,64,64,0,patch_r832_c10176_lbl0.tif
832,10240,64,64,0,patch_r832_c10240_lbl0.tif
832,10304,64,64,0,patch_r832_c10304_lbl0.tif
832,10368,64,64,0,patch_r832_c10368_lbl0.tif
832,10432,64,64,0,patch_r832_c10432_lbl0.tif
832,10496,64,64,0,patch_r832_c10496_lbl0.tif
832,10560,64,64,0,patch_r832_c10560_lbl0.tif
832,10624,64,64,1,patch_r832_c10624_lbl1.tif
832,10688,64,64,0,patch_r832_c10688_lbl0.tif
832,10752,64,64,1,patch_r832_c10752_lbl1.tif
832,10816,64,64,0,patch_r832_c10816_lbl0.tif
832,10880,64,64,1,patch_r832_c10880_lbl1.tif
832,10944,64,64,0,patch_r832_c10944_lbl0.tif
832,11008,64,64,0,patch_r832_c11008_lbl0.tif
832,11072,64,64,0,patch_r832_c11072_lbl0.tif
832,11136,64,64,0,patch_r832_c11136_lbl0.tif
832,11200,64,64,0,patch_r832_c11200_lbl0.tif
832,11264,64,64,0,patch_r832_c11264_lbl0.tif
832,11328,64,64,0,patch_r832_c11328_lbl0.tif
832,11392,64,64,0,patch_r832_c11392_lbl0.tif
832,11456,64,64,0,patch_r832_c11456_lbl0.tif
896,9280,64,64,0,patch_r896_c9280_lbl0.tif
896,9344,64,64,0,patch_r896_c9344_lbl0.tif
896,9408,64,64,0,patch_r896_c9408_lbl0.tif
896,9472,64,64,0,patch_r896_c9472_lbl0.tif
896,9536,64,64,0,patch_r896_c9536_lbl0.tif
896,9600,64,64,0,patch_r896_c9600_lbl0.tif
896,9664,64,64,0,patch_r896_c9664_lbl0.tif
896,9728,64,64,0,patch_r896_c9728_lbl0.tif
896,9792,64,64,0,patch_r896_c9792_lbl0.tif
896,9856,64,64,0,patch_r896_c9856_lbl0.tif
896,9920,64,64,0,patch_r896_c9920_lbl0.tif
896,9984,64,64,0,patch_r896_c9984_lbl0.tif
896,10048,64,64,0,patch_r896_c10048_lbl0.tif
896,10112,64,64,0,patch_r896_c10112_lbl0.tif
896,10176,64,64,0,patch_r896_c10176_lbl0.tif
896,10240,64,64,0,patch_r896_c10240_lbl0.tif
896,10304,64,64,0,patch_r896_c10304_lbl0.tif
896,10496,64,64,0,patch_r896_c10496_lbl0.tif
896,10560,64,64,0,patch_r896_c10560_lbl0.tif
896,10624,64,64,0,patch_r896_c10624_lbl0.tif
896,10688,64,64,0,patch_r896_c10688_lbl0.tif
896,10752,64,64,0,patch_r896_c10752_lbl0.tif
896,10816,64,64,0,patch_r896_c10816_lbl0.tif
896,10880,64,64,0,patch_r896_c10880_lbl0.tif
896,10944,64,64,0,patch_r896_c10944_lbl0.tif
896,11008,64,64,0,patch_r896_c11008_lbl0.tif
896,11072,64,64,0,patch_r896_c11072_lbl0.tif
896,11136,64,64,0,patch_r896_c11136_lbl0.tif
896,11200,64,64,0,patch_r896_c11200_lbl0.tif
896,11264,64,64,0,patch_r896_c11264_lbl0.tif
896,11328,64,64,0,patch_r896_c11328_lbl0.tif
896,11392,64,64,0,patch_r896_c11392_lbl0.tif
896,11456,64,64,0,patch_r896_c11456_lbl0.tif
896,11520,64,64,0,patch_r896_c11520_lbl0.tif
896,11584,64,64,0,patch_r896_c11584_lbl0.tif
960,9280,64,64,0,patch_r960_c9280_lbl0.tif
960,9344,64,64,0,patch_r960_c9344_lbl0.tif
960,9408,64,64,0,patch_r960_c9408_lbl0.tif
960,9472,64,64,1,patch_r960_c9472_lbl1.tif
960,9536,64,64,0,patch_r960_c9536_lbl0.tif
960,9600,64,64,0,patch_r960_c9600_lbl0.tif
960,9664,64,64,0,patch_r960_c9664_lbl0.tif
960,9728,64,64,0,patch_r960_c9728_lbl0.tif
960,9792,64,64,0,patch_r960_c9792_lbl0.tif
960,9856,64,64,0,patch_r960_c9856_lbl0.tif
960,9920,64,64,0,patch_r960_c9920_lbl0.tif
960,9984,64,64,1,patch_r960_c9984_lbl1.tif
960,10048,64,64,0,patch_r960_c10048_lbl0.tif
960,10112,64,64,0,patch_r960_c10112_lbl0.tif
960,10240,64,64,1,patch_r960_c10240_lbl1.tif
960,10304,64,64,0,patch_r960_c10304_lbl0.tif
960,10368,64,64,0,patch_r960_c10368_lbl0.tif
960,10432,64,64,0,patch_r960_c10432_lbl0.tif
960,10560,64,64,0,patch_r960_c10560_lbl0.tif
960,10624,64,64,0,patch_r960_c10624_lbl0.tif
960,10688,64,64,0,patch_r960_c10688_lbl0.tif
960,10752,64,64,0,patch_r960_c10752_lbl0.tif
960,10816,64,64,0,patch_r960_c10816_lbl0.tif
960,10880,64,64,0,patch_r960_c10880_lbl0.tif
960,10944,64,64,0,patch_r960_c10944_lbl0.tif
960,11008,64,64,0,patch_r960_c11008_lbl0.tif
960,11072,64,64,0,patch_r960_c11072_lbl0.tif
960,11136,64,64,0,patch_r960_c11136_lbl0.tif
960,11200,64,64,0,patch_r960_c11200_lbl0.tif
960,11264,64,64,0,patch_r960_c11264_lbl0.tif
960,11328,64,64,0,patch_r960_c11328_lbl0.tif
960,11392,64,64,0,patch_r960_c11392_lbl0.tif
960,11456,64,64,0,patch_r960_c11456_lbl0.tif
960,11520,64,64,0,patch_r960_c11520_lbl0.tif
960,11584,64,64,0,patch_r960_c11584_lbl0.tif
960,11648,64,64,0,patch_r960_c11648_lbl0.tif
1024,9344,64,64,0,patch_r1024_c9344_lbl0.tif
1024,9408,64,64,0,patch_r1024_c9408_lbl0.tif
1024,9472,64,64,0,patch_r1024_c9472_lbl0.tif
1024,9536,64,64,0,patch_r1024_c9536_lbl0.tif
1024,9600,64,64,0,patch_r1024_c9600_lbl0.tif
1024,9664,64,64,0,patch_r1024_c9664_lbl0.tif
1024,9728,64,64,0,patch_r1024_c9728_lbl0.tif
1024,9792,64,64,1,patch_r1024_c9792_lbl1.tif
1024,9856,64,64,1,patch_r1024_c9856_lbl1.tif
1024,9920,64,64,0,patch_r1024_c9920_lbl0.tif
1024,9984,64,64,0,patch_r1024_c9984_lbl0.tif
1024,10048,64,64,0,patch_r1024_c10048_lbl0.tif
1024,10112,64,64,0,patch_r1024_c10112_lbl0.tif
1024,10176,64,64,0,patch_r1024_c10176_lbl0.tif
1024,10240,64,64,0,patch_r1024_c10240_lbl0.tif
1024,10304,64,64,0,patch_r1024_c10304_lbl0.tif
1024,10368,64,64,0,patch_r1024_c10368_lbl0.tif
1024,10432,64,64,0,patch_r1024_c10432_lbl0.tif
1024,10496,64,64,0,patch_r1024_c10496_lbl0.tif
1024,10560,64,64,1,patch_r1024_c10560_lbl1.tif
1024,10624,64,64,0,patch_r1024_c10624_lbl0.tif
1024,10688,64,64,1,patch_r1024_c10688_lbl1.tif
1024,10752,64,64,0,patch_r1024_c10752_lbl0.tif
1024,10816,64,64,0,patch_r1024_c10816_lbl0.tif
1024,10880,64,64,0,patch_r1024_c10880_lbl0.tif
1024,10944,64,64,0,patch_r1024_c10944_lbl0.tif
1024,11008,64,64,0,patch_r1024_c11008_lbl0.tif
1024,11072,64,64,0,patch_r1024_c11072_lbl0.tif
1024,11136,64,64,1,patch_r1024_c11136_lbl1.tif
1024,11200,64,64,0,patch_r1024_c11200_lbl0.tif
1024,11264,64,64,0,patch_r1024_c11264_lbl0.tif
1024,11328,64,64,0,patch_r1024_c11328_lbl0.tif
1024,11392,64,64,0,patch_r1024_c11392_lbl0.tif
1024,11456,64,64,0,patch_r1024_c11456_lbl0.tif
1024,11520,64,64,0,patch_r1024_c11520_lbl0.tif
1024,11584,64,64,0,patch_r1024_c11584_lbl0.tif
1024,11648,64,64,0,patch_r1024_c11648_lbl0.tif
1024,11712,64,64,0,patch_r1024_c11712_lbl0.tif
1088,9408,64,64,0,patch_r1088_c9408_lbl0.tif
1088,9472,64,64,0,patch_r1088_c9472_lbl0.tif
1088,9536,64,64,0,patch_r1088_c9536_lbl0.tif
1088,9600,64,64,0,patch_r1088_c9600_lbl0.tif
1088,9664,64,64,0,patch_r1088_c9664_lbl0.tif
1088,9728,64,64,0,patch_r1088_c9728_lbl0.tif
1088,9792,64,64,0,patch_r1088_c9792_lbl0.tif
1088,9856,64,64,0,patch_r1088_c9856_lbl0.tif
1088,9920,64,64,0,patch_r1088_c9920_lbl0.tif
1088,9984,64,64,0,patch_r1088_c9984_lbl0.tif
1088,10048,64,64,0,patch_r1088_c10048_lbl0.tif
1088,10112,64,64,0,patch_r1088_c10112_lbl0.tif
1088,10176,64,64,0,patch_r1088_c10176_lbl0.tif
1088,10240,64,64,0,patch_r1088_c10240_lbl0.tif
1088,10304,64,64,0,patch_r1088_c10304_lbl0.tif
1088,10368,64,64,0,patch_r1088_c10368_lbl0.tif
1088,10432,64,64,0,patch_r1088_c10432_lbl0.tif
1088,10496,64,64,0,patch_r1088_c10496_lbl0.tif
1088,10560,64,64,0,patch_r1088_c10560_lbl0.tif
1088,10624,64,64,0,patch_r1088_c10624_lbl0.tif
1088,10688,64,64,1,patch_r1088_c10688_lbl1.tif
1088,10752,64,64,0,patch_r1088_c10752_lbl0.tif
1088,10816,64,64,0,patch_r1088_c10816_lbl0.tif
1088,10880,64,64,0,patch_r1088_c10880_lbl0.tif
1088,10944,64,64,0,patch_r1088_c10944_lbl0.tif
1088,11008,64,64,1,patch_r1088_c11008_lbl1.tif
1088,11072,64,64,0,patch_r1088_c11072_lbl0.tif
1088,11136,64,64,0,patch_r1088_c11136_lbl0.tif
1088,11200,64,64,0,patch_r1088_c11200_lbl0.tif
1088,11264,64,64,0,patch_r1088_c11264_lbl0.tif
1088,11392,64,64,0,patch_r1088_c11392_lbl0.tif
1088,11456,64,64,0,patch_r1088_c11456_lbl0.tif
1088,11520,64,64,0,patch_r1088_c11520_lbl0.tif
1088,11584,64,64,1,patch_r1088_c11584_lbl1.tif
1088,11648,64,64,0,patch_r1088_c11648_lbl0.tif
1088,11712,64,64,0,patch_r1088_c11712_lbl0.tif
1088,11776,64,64,0,patch_r1088_c11776_lbl0.tif
1152,9472,64,64,0,patch_r1152_c9472_lbl0.tif
1152,9536,64,64,0,patch_r1152_c9536_lbl0.tif
1152,9600,64,64,0,patch_r1152_c9600_lbl0.tif
1152,9664,64,64,0,patch_r1152_c9664_lbl0.tif
1152,9728,64,64,0,patch_r1152_c9728_lbl0.tif
1152,9792,64,64,0,patch_r1152_c9792_lbl0.tif
1152,9856,64,64,0,patch_r1152_c9856_lbl0.tif
1152,9920,64,64,0,patch_r1152_c9920_lbl0.tif
1152,9984,64,64,0,patch_r1152_c9984_lbl0.tif
1152,10048,64,64,0,patch_r1152_c10048_lbl0.tif
1152,10112,64,64,1,patch_r1152_c10112_lbl1.tif
1152,10176,64,64,0,patch_r1152_c10176_lbl0.tif
1152,10240,64,64,0,patch_r1152_c10240_lbl0.tif
1152,10304,64,64,0,patch_r1152_c10304_lbl0.tif
1152,10368,64,64,1,patch_r1152_c10368_lbl1.tif
1152,10432,64,64,0,patch_r1152_c10432_lbl0.tif
1152,10496,64,64,0,patch_r1152_c10496_lbl0.tif
1152,10560,64,64,0,patch_r1152_c10560_lbl0.tif
1152,10624,64,64,0,patch_r1152_c10624_lbl0.tif
1152,10688,64,64,0,patch_r1152_c10688_lbl0.tif
1152,10752,64,64,1,patch_r1152_c10752_lbl1.tif
1152,10816,64,64,0,patch_r1152_c10816_lbl0.tif
1152,10880,64,64,0,patch_r1152_c10880_lbl0.tif
1152,10944,64,64,0,patch_r1152_c10944_lbl0.tif
1152,11008,64,64,0,patch_r1152_c11008_lbl0.tif
1152,11072,64,64,0,patch_r1152_c11072_lbl0.tif
1152,11136,64,64,0,patch_r1152_c11136_lbl0.tif
1152,11200,64,64,0,patch_r1152_c11200_lbl0.tif
1152,11264,64,64,0,patch_r1152_c11264_lbl0.tif
1152,11328,64,64,0,patch_r1152_c11328_lbl0.tif
1152,11392,64,64,0,patch_r1152_c11392_lbl0.tif
1152,11456,64,64,1,patch_r1152_c11456_lbl1.tif
1152,11520,64,64,0,patch_r1152_c11520_lbl0.tif
1152,11584,64,64,0,patch_r1152_c11584_lbl0.tif
1152,11648,64,64,0,patch_r1152_c11648_lbl0.tif
1152,11712,64,64,0,patch_r1152_c11712_lbl0.tif
1152,11776,64,64,0,patch_r1152_c11776_lbl0.tif
1152,11840,64,64,0,patch_r1152_c11840_lbl0.tif
1152,11904,64,64,0,patch_r1152_c11904_lbl0.tif
1216,9536,64,64,0,patch_r1216_c9536_lbl0.tif
1216,9600,64,64,0,patch_r1216_c9600_lbl0.tif
1216,9664,64,64,0,patch_r1216_c9664_lbl0.tif
1216,9728,64,64,0,patch_r1216_c9728_lbl0.tif
1216,9792,64,64,0,patch_r1216_c9792_lbl0.tif
1216,9984,64,64,0,patch_r1216_c9984_lbl0.tif
1216,10048,64,64,0,patch_r1216_c10048_lbl0.tif
1216,10112,64,64,0,patch_r1216_c10112_lbl0.tif
1216,10176,64,64,0,patch_r1216_c10176_lbl0.tif
1216,10240,64,64,0,patch_r1216_c10240_lbl0.tif
1216,10304,64,64,0,patch_r1216_c10304_lbl0.tif
1216,10368,64,64,0,patch_r1216_c10368_lbl0.tif
1216,10432,64,64,0,patch_r1216_c10432_lbl0.tif
1216,10496,64,64,0,patch_r1216_c10496_lbl0.tif
1216,10560,64,64,0,patch_r1216_c10560_lbl0.tif
1216,10624,64,64,0,patch_r1216_c10624_lbl0.tif
1216,10688,64,64,0,patch_r1216_c10688_lbl0.tif
1216,10752,64,64,0,patch_r1216_c10752_lbl0.tif
1216,10816,64,64,0,patch_r1216_c10816_lbl0.tif
1216,10880,64,64,0,patch_r1216_c10880_lbl0.tif
1216,10944,64,64,0,patch_r1216_c10944_lbl0.tif
1216,11008,64,64,1,patch_r1216_c11008_lbl1.tif
1216,11136,64,64,0,patch_r1216_c11136_lbl0.tif
1216,11200,64,64,0,patch_r1216_c11200_lbl0.tif
1216,11264,64,64,0,patch_r1216_c11264_lbl0.tif
1216,11328,64,64,0,patch_r1216_c11328_lbl0.tif
1216,11392,64,64,0,patch_r1216_c11392_lbl0.tif
1216,11456,64,64,0,patch_r1216_c11456_lbl0.tif
1216,11520,64,64,0,patch_r1216_c11520_lbl0.tif
1216,11584,64,64,0,patch_r1216_c11584_lbl0.tif
1216,11648,64,64,0,patch_r1216_c11648_lbl0.tif
1216,11712,64,64,0,patch_r1216_c11712_lbl0.tif
1216,11776,64,64,0,patch_r1216_c11776_lbl0.tif
1216,11840,64,64,0,patch_r1216_c11840_lbl0.tif
1216,11904,64,64,0,patch_r1216_c11904_lbl0.tif
1216,11968,64,64,0,patch_r1216_c11968_lbl0.tif
1280,9664,64,64,0,patch_r1280_c9664_lbl0.tif
1280,9728,64,64,0,patch_r1280_c9728_lbl0.tif
1280,9792,64,64,0,patch_r1280_c9792_lbl0.tif
1280,9856,64,64,0,patch_r1280_c9856_lbl0.tif
1280,9920,64,64,0,patch_r1280_c9920_lbl0.tif
1280,9984,64,64,0,patch_r1280_c9984_lbl0.tif
1280,10048,64,64,0,patch_r1280_c10048_lbl0.tif
1280,10112,64,64,0,patch_r1280_c10112_lbl0.tif
1280,10176,64,64,0,patch_r1280_c10176_lbl0.tif
1280,10240,64,64,1,patch_r1280_c10240_lbl1.tif
1280,10304,64,64,0,patch_r1280_c10304_lbl0.tif
1280,10368,64,64,0,patch_r1280_c10368_lbl0.tif
1280,10432,64,64,0,patch_r1280_c10432_lbl0.tif
1280,10496,64,64,0,patch_r1280_c10496_lbl0.tif
1280,10560,64,64,0,patch_r1280_c10560_lbl0.tif
1280,10624,64,64,0,patch_r1280_c10624_lbl0.tif
1280,10688,64,64,1,patch_r1280_c10688_lbl1.tif
1280,10752,64,64,0,patch_r1280_c10752_lbl0.tif
1280,10816,64,64,0,patch_r1280_c10816_lbl0.tif
1280,10880,64,64,0,patch_r1280_c10880_lbl0.tif
1280,10944,64,64,0,patch_r1280_c10944_lbl0.tif
1280,11008,64,64,0,patch_r1280_c11008_lbl0.tif
1280,11072,64,64,0,patch_r1280_c11072_lbl0.tif
1280,11136,64,64,0,patch_r1280_c11136_lbl0.tif
1280,11200,64,64,1,patch_r1280_c11200_lbl1.tif
1280,11264,64,64,0,patch_r1280_c11264_lbl0.tif
1280,11328,64,64,0,patch_r1280_c11328_lbl0.tif
1280,11392,64,64,0,patch_r1280_c11392_lbl0.tif
1280,11456,64,64,0,patch_r1280_c11456_lbl0.tif
1280,11520,64,64,0,patch_r1280_c11520_lbl0.tif
1280,11584,64,64,0,patch_r1280_c11584_lbl0.tif
1280,11648,64,64,0,patch_r1280_c11648_lbl0.tif
1280,11712,64,64,0,patch_r1280_c11712_lbl0.tif
1280,11776,64,64,0,patch_r1280_c11776_lbl0.tif
1280,11840,64,64,0,patch_r1280_c11840_lbl0.tif
1280,11904,64,64,0,patch_r1280_c11904_lbl0.tif
1280,11968,64,64,0,patch_r1280_c11968_lbl0.tif
1344,9664,64,64,0,patch_r1344_c9664_lbl0.tif
1344,9728,64,64,0,patch_r1344_c9728_lbl0.tif
1344,9792,64,64,0,patch_r1344_c9792_lbl0.tif
1344,9856,64,64,0,patch_r1344_c9856_lbl0.tif
1344,9920,64,64,0,patch_r1344_c9920_lbl0.tif
